item_id,item_name,unit_id,unit_name,category,subcategory,serving_size,calories,total_fat,saturated_fat,trans_fat,cholesterol,sodium,total_carb,dietary_fiber,sugars,protein,calcium,iron,potassium,ingredients,allergens,scraped_at
246048172,Raisins,13,Cafe,Breakfast,Snack Boxes and Sides,1.5 oz Portion (43g),130,0g,0g,0g,0mg,5mg,34g,2g,25g,1g,NA,NA,,Raisin Seedless Golden (RAISINS),,2025-06-04T13:49:31.916123
246048173,Apple and Brie Crepe,13,Cafe,Breakfast,Crepe,Crepe (374g),930,57g,32g,0g,275mg,1550mg,71g,3g,32g,36g,83mg,2.92mg,,"Crepe Batter (Gallon Whole Milk Vit D (MILK, VITAMIN D3), H&R All Purpose Flour, Large White Eggs, Unsalted Solid Butter (PASTEURIZED CREAM, NATURAL FLAVORINGS), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), White Granulated Cane Sugar (GRANULATED SUGAR), 20 oz Distilled Water (WATER)), Cheese Brie (CULTURED PASTEURIZED MILK AND CREAM, SALT, ENZYMES.), Granny Smith Apple, Lite Amber Honey (HONEY.), Green Arugula (ARUGULA), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA)",,2025-06-04T13:49:32.581708
246048174,Chicken Pesto Crepe,13,Cafe,Breakfast,Crepe,Crepe (499g),670,29g,13g,NA,215mg,970mg,55g,4g,8g,44g,121mg,3.84mg,,"Crepe Batter (Gallon Whole Milk Vit D (MILK, VITAMIN D3), H&R All Purpose Flour, Large White Eggs, Unsalted Solid Butter (PASTEURIZED CREAM, NATURAL FLAVORINGS), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), White Granulated Cane Sugar (GRANULATED SUGAR), 20 oz Distilled Water (WATER)), Chicken Breast Roasted (Chicken Breast Double Lobe Random, Lemon Juice Not from Concentrate (LEMONS), Spice Oregano Flake Plastic Jug Shelf St, Ground Coriander, Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Spice Cumin Ground Monarch 16 oz (GROUND CUMIN SEEDS), Spice Pepper Black Ground, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA))), Tomato Roma - Ford's (TOMATO), Green Arugula (ARUGULA), Pesto No Nuts (Baby Spinach Flat Leaves (SPINACH), Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA)), Shredded Parmesan (PARMESAN CHEESE (PASTEURIZED PART-SKIM MILK, CHEESE CULTURES, SALT, ENZYMES), POWDERED CELLULOSE ADDED TO PREVENT CAKING.), Fresh Basil Herb (FRESH BASIL.), Lemon Juice Not from Concentrate (LEMONS), Garlic Puree (Garlic White Whole Clove Peeled, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA))), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Spice Pepper Black Ground), Sauce Balsamic Glaze (Cooked Grape Must, ""Aceto Balsamico Di Modena P.G.I."" (Wine, Vinegar, Concentrated and Cooked Grape Must, Caramel Color, Antioxidant: Sulphur Dioxide), Wine Vinegar, Caramel Color, Modified Corn Starch, Xanthan Gum.), Cheese Mozzarella Log Whole Milk Roseli 16 oz (PASTEURIZED MILK, VINEGAR, ENZYMES, SALT)",,2025-06-04T13:49:33.327855
246048176,Chocolate Crepe,13,Cafe,Breakfast,Crepe,Crepe (194g),610,30g,17g,0g,130mg,590mg,77g,1g,38g,12g,80mg,7.34mg,,"Crepe Batter (Gallon Whole Milk Vit D (MILK, VITAMIN D3), H&R All Purpose Flour, Large White Eggs, Unsalted Solid Butter (PASTEURIZED CREAM, NATURAL FLAVORINGS), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), White Granulated Cane Sugar (GRANULATED SUGAR), 20 oz Distilled Water (WATER)), Chocolate Chip Mini Hershey 25 lb (SEMI-SWEET CHOCOLATE (SUGAR; CHOCOLATE; COCOA BUTTER; MILK FAT; LECITHIN (SOY); NATURAL FLAVOR; MILK))",,2025-06-04T13:49:34.019411
246048177,Chocolate Crepe with Strawberries,13,Cafe,Breakfast,Crepe,Crepe (250g),570,26g,15g,0g,130mg,590mg,73g,1g,34g,12g,80mg,6.21mg,,"Crepe Batter (Gallon Whole Milk Vit D (MILK, VITAMIN D3), H&R All Purpose Flour, Large White Eggs, Unsalted Solid Butter (PASTEURIZED CREAM, NATURAL FLAVORINGS), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), White Granulated Cane Sugar (GRANULATED SUGAR), 20 oz Distilled Water (WATER)), Strawberries, Chocolate Chip Mini Hershey 25 lb (SEMI-SWEET CHOCOLATE (SUGAR; CHOCOLATE; COCOA BUTTER; MILK FAT; LECITHIN (SOY); NATURAL FLAVOR; MILK))",,2025-06-04T13:49:34.678956
246048175,Cinnamon Sugar Crepe,13,Cafe,Breakfast,Crepe,15oz (178g),490,23g,13g,NA,160mg,600mg,58g,4g,18g,12g,140mg,4.64mg,,"Crepe Batter (Gallon Whole Milk Vit D (MILK, VITAMIN D3), H&R All Purpose Flour, Large White Eggs, Unsalted Solid Butter (PASTEURIZED CREAM, NATURAL FLAVORINGS), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), White Granulated Cane Sugar (GRANULATED SUGAR), 20 oz Distilled Water (WATER)), Sauce Vanilla (Heavy Whipping Cream (HEAVY CREAM (MILK), MILK, CONTAINS LESS THAN 0.5% OF: CARRAGEENAN, MONO AND DIGLYCERIDES, POLYSORBATE 80), Juice Orange 100% Not-From-Concentrate V (PASTEURIZED ORANGE JUICE.), Sugar White Extra Fine Cane (SUGAR OR SUCROSE), Unsalted Solid Butter (PASTEURIZED CREAM, NATURAL FLAVORINGS)), Sugar White Extra Fine Cane (SUGAR OR SUCROSE), Ground Cinnamon",,2025-06-04T13:49:35.406113
246048178,Cinnamon Sugar Crepe with Banana,13,Cafe,Breakfast,Crepe,15oz (235g),550,23g,13g,NA,160mg,600mg,73g,2g,38g,12g,87mg,2.95mg,,"Crepe Batter (Gallon Whole Milk Vit D (MILK, VITAMIN D3), H&R All Purpose Flour, Large White Eggs, Unsalted Solid Butter (PASTEURIZED CREAM, NATURAL FLAVORINGS), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), White Granulated Cane Sugar (GRANULATED SUGAR), 20 oz Distilled Water (WATER)), Banana, Sauce Vanilla (Heavy Whipping Cream (HEAVY CREAM (MILK), MILK, CONTAINS LESS THAN 0.5% OF: CARRAGEENAN, MONO AND DIGLYCERIDES, POLYSORBATE 80), Juice Orange 100% Not-From-Concentrate V (PASTEURIZED ORANGE JUICE.), Sugar White Extra Fine Cane (SUGAR OR SUCROSE), Unsalted Solid Butter (PASTEURIZED CREAM, NATURAL FLAVORINGS)), Cinnamon Sugar (White Granulated Cane Sugar (GRANULATED SUGAR), Ground Cinnamon)",,2025-06-04T13:49:36.115294
246048180,Croque Monsieur Crepe,13,Cafe,Breakfast,Crepe,Crepe (321g),830,49g,20g,NA,260mg,2330mg,44g,1g,7g,51g,661mg,3.08mg,,"Crepe Batter (Gallon Whole Milk Vit D (MILK, VITAMIN D3), H&R All Purpose Flour, Large White Eggs, Unsalted Solid Butter (PASTEURIZED CREAM, NATURAL FLAVORINGS), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), White Granulated Cane Sugar (GRANULATED SUGAR), 20 oz Distilled Water (WATER)), Ham Bnls D Shaped Smkd Applewood (PORK, WATER, CANE SUGAR, SALT, NATURAL FLAVOR.), Swiss Cheese Blend (Cheese Parmesan Wheel Vac Pk 4/6 LBA (PASTEURIZED MILK, CHEESE CULTURE, SALT, RENNET), Sliced Swiss Cheese .75 oz (PASTEURIZED PART SKIM MILK, CHEESE CULTURES, SALT, ENZYMES.)), Dijonaise (Mayonnaise Heavy Duke's (SOYBEAN OIL, EGG YOLKS, WATER, DISTILLED AND CIDER VINEGAR, CORN SYRUP, SALT, HIGH FRUCTOSE CORN SYRUP, SPICE, OLEORESIN PAPRIKA, AND CALCIUM DISODIUM EDTA ADDED TO PROTECT FLAVOR), Mustard Dijon Extra Strong Shelf Stable (WATER, MUSTARD SEEDS, VINEGAR, SALT, SULFITES AS A PRESERVATIVE), Lemon Juice Not from Concentrate (LEMONS), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Spice Pepper Black Ground)",,2025-06-04T13:49:36.782717
246048179,Florentine Crepe,13,Cafe,Breakfast,Crepe,Crepe (330g),810,51g,21g,NA,395mg,3530mg,46g,2g,6g,38g,717mg,4.67mg,,"Crepe Batter (Gallon Whole Milk Vit D (MILK, VITAMIN D3), H&R All Purpose Flour, Large White Eggs, Unsalted Solid Butter (PASTEURIZED CREAM, NATURAL FLAVORINGS), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), White Granulated Cane Sugar (GRANULATED SUGAR), 20 oz Distilled Water (WATER)), Swiss Cheese Blend (Cheese Parmesan Wheel Vac Pk 4/6 LBA (PASTEURIZED MILK, CHEESE CULTURE, SALT, RENNET), Sliced Swiss Cheese .75 oz (PASTEURIZED PART SKIM MILK, CHEESE CULTURES, SALT, ENZYMES.)), Egg Shell Extra-Large Grade Aa White, Peppers Red Roasted Strip 1/4"" (BELL PEPPERS, WATER, SALT, CITRIC ACID.), Dijonaise (Mayonnaise Heavy Duke's (SOYBEAN OIL, EGG YOLKS, WATER, DISTILLED AND CIDER VINEGAR, CORN SYRUP, SALT, HIGH FRUCTOSE CORN SYRUP, SPICE, OLEORESIN PAPRIKA, AND CALCIUM DISODIUM EDTA ADDED TO PROTECT FLAVOR), Mustard Dijon Extra Strong Shelf Stable (WATER, MUSTARD SEEDS, VINEGAR, SALT, SULFITES AS A PRESERVATIVE), Lemon Juice Not from Concentrate (LEMONS), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Spice Pepper Black Ground), Cleaned Trimmed Spinach Flat Leaves (SPINACH), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Spice Pepper Black Ground",,2025-06-04T13:49:37.447124
246048181,Plain Crepe,13,Cafe,Breakfast,Crepe,Crepe (137g),350,14g,8g,0g,130mg,590mg,39g,1g,4g,12g,80mg,2.80mg,,"Crepe Batter (Gallon Whole Milk Vit D (MILK, VITAMIN D3), H&R All Purpose Flour, Large White Eggs, Unsalted Solid Butter (PASTEURIZED CREAM, NATURAL FLAVORINGS), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), White Granulated Cane Sugar (GRANULATED SUGAR), 20 oz Distilled Water (WATER))",,2025-06-04T13:49:38.104166
246048182,Banana,13,Cafe,Breakfast,Crepe Add Ons,Banana (118g),110,0g,NA,NA,NA,0mg,27g,2g,NA,< 1g,6mg,0mg,,Banana,,2025-06-04T13:49:38.720296
246048184,Homemade Whipped Cream,13,Cafe,Breakfast,Crepe Add Ons,.5 oz Portion (14g),50,4.5g,3g,0g,20mg,0mg,2g,0g,1g,0g,0mg,0mg,,"Heavy Whipping Cream (HEAVY CREAM (MILK), MILK, CONTAINS LESS THAN 0.5% OF: CARRAGEENAN, MONO AND DIGLYCERIDES, POLYSORBATE 80), Sugar White Extra Fine Cane (SUGAR OR SUCROSE)",,2025-06-04T13:49:39.382266
246048183,Strawberry,13,Cafe,Breakfast,Crepe Add Ons,2 oz Portion (57g),20,0g,0g,0g,0mg,0mg,4g,0g,3g,0g,NA,NA,,Strawberries,,2025-06-04T13:49:40.003626
246048185,Chicken Parmesan Panini,13,Cafe,All Day,Paninis,Sandwich (340g),740,22g,8g,NA,95mg,1380mg,88g,3g,4g,48g,309mg,2.87mg,,"Chicken Tenders (Chicken Breast Double Lobe Random, Plain Panko Bread Crumbs (BLEACHED WHEAT FLOUR, DEXTROSE, YEAST, SALT.  CONTAINS WHEAT), Oil Canola Tff Salad (COTTONSEED OIL), Gallon Whole Milk Vit D (MILK, VITAMIN D3), Flour All Purpose Sanford SG, Large White Eggs, Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Spice Pepper Black Ground), Bread Baguette Demi French White 4 Oz Un (UNBLEACHED ENRICHED WHEAT FLOUR WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID, WATER, SALT, YEAST.), Marinara Sauce (Tomato Whole Plum W/ Basil In Juice Peel (VINE-RIPENED FRESH PLUM TOMATOES, TOMATO JUICE, FRESH BASIL LEAF, SALT AND NATURALLY DERIVED CITRIC ACID.), Garlic Puree (Garlic White Whole Clove Peeled, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA))), Jumbo Yellow Onion, Sugar White Extra Fine Cane (SUGAR OR SUCROSE), Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA)), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA)), Swiss Cheese Blend (Cheese Parmesan Wheel Vac Pk 4/6 LBA (PASTEURIZED MILK, CHEESE CULTURE, SALT, RENNET), Sliced Swiss Cheese .75 oz (PASTEURIZED PART SKIM MILK, CHEESE CULTURES, SALT, ENZYMES.)), Fresh Basil Herb (FRESH BASIL.)",,2025-06-04T13:49:40.724330
246048186,Chicken Pesto Panini,13,Cafe,All Day,Paninis,Sandwich (324g),810,25g,9g,NA,95mg,1160mg,97g,5g,1g,49g,60mg,6.75mg,,"Focaccia Bread (Flour All Purpose Sanford SG, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA)), Salt Kosher Ground Fine Box (SALT, TRICALCIUM PHOSPHATE), Instant Bakers Dried Yeast (YEAST, SORBITAN MONOSTEARATE, ASCORBIC ACID), Sugar White Extra Fine Cane (SUGAR OR SUCROSE)), Chicken Breast Roasted (Chicken Breast Double Lobe Random, Lemon Juice Not from Concentrate (LEMONS), Spice Oregano Flake Plastic Jug Shelf St, Ground Coriander, Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Spice Cumin Ground Monarch 16 oz (GROUND CUMIN SEEDS), Spice Pepper Black Ground, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA))), Cheese Provolone Sliced .5 oz (PASTUERIZED MILK, CHEESE CULTURE, SALT, ENZYMES.), Pesto No Nuts (Baby Spinach Flat Leaves (SPINACH), Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA)), Shredded Parmesan (PARMESAN CHEESE (PASTEURIZED PART-SKIM MILK, CHEESE CULTURES, SALT, ENZYMES), POWDERED CELLULOSE ADDED TO PREVENT CAKING.), Fresh Basil Herb (FRESH BASIL.), Lemon Juice Not from Concentrate (LEMONS), Garlic Puree (Garlic White Whole Clove Peeled, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA))), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Spice Pepper Black Ground), Tomato 5x6 #1 Grade Round, Cleaned Trimmed Spinach Flat Leaves (SPINACH)",,2025-06-04T13:49:41.499930
